target,name,hidden,dropout,config,seed,K,n_test,persistence,ridge,lstm
station_17,CITIES@Sas Al Nakhl,32,0.1,h32_d0.1,43,30,350,10.65030658177098,10.185138742956823,10.514911419480777
station_17,CITIES@Sas Al Nakhl,32,0.1,h32_d0.1,43,90,290,10.340353608973954,9.890101105996814,10.249002874868921
station_18,CITIES@Al Danah,32,0.1,h32_d0.1,43,30,310,12.29631412122112,11.337248022489911,11.49829280688097
station_18,CITIES@Al Danah,32,0.1,h32_d0.1,43,90,271,12.448336111935584,11.462228892962159,11.600227681913138
station_19,CITIES@Shakhbout[31],32,0.1,h32_d0.1,43,30,327,9.844875007554595,9.557835903941841,9.877400537043334
station_19,CITIES@Shakhbout[31],32,0.1,h32_d0.1,43,90,267,9.770016963172282,9.416372783598451,9.782569582763383
station_20,Abu dhabi al muzoon,32,0.1,h32_d0.1,43,30,242,11.300214389467746,10.753514988088792,10.90345123224572
station_20,Abu dhabi al muzoon,32,0.1,h32_d0.1,43,90,183,11.955186793054745,11.263740485845197,11.62988112629578
station_21,CITIES@Bateen-BWA,32,0.1,h32_d0.1,43,30,215,16.434843133939836,14.71581803519549,15.132756923526108
station_21,CITIES@Bateen-BWA,32,0.1,h32_d0.1,43,90,155,17.82374798570897,15.925398304044917,16.45428948365923
station_22,Mamsha Azure 3,32,0.1,h32_d0.1,43,30,141,13.749459924918883,12.37614897509997,12.644330111869628
station_22,Mamsha Azure 3,32,0.1,h32_d0.1,43,90,81,12.194108322373465,11.079415674908194,11.455749584188345
station_27,Sheleila,32,0.1,h32_d0.1,43,30,291,12.555055552695555,11.867285728109323,11.939058959545461
station_27,Sheleila,32,0.1,h32_d0.1,43,90,231,12.373207019526182,11.577064739405591,11.484798432081638
station_12,CITIES@Saadiyat,32,0.2,h32_d0.2,43,30,565,12.028233342645658,11.553971487615222,11.83341329258801
station_12,CITIES@Saadiyat,32,0.2,h32_d0.2,43,90,505,12.19209339638352,11.604956795792445,11.904874046162437
station_13,CITIES@Lycee Francais Theodore Monod International School,32,0.2,h32_d0.2,43,30,594,12.133064224454904,11.477989246262172,11.656572206221352
station_13,CITIES@Lycee Francais Theodore Monod International School,32,0.2,h32_d0.2,43,90,534,12.28736598793038,11.600764803222686,11.786933314889195
station_14,CITIES@West Yas Island,32,0.2,h32_d0.2,43,30,387,12.513374622556636,11.816025734865612,12.021944744670371
station_14,CITIES@West Yas Island,32,0.2,h32_d0.2,43,90,327,12.535055797770148,11.652379981007515,11.868195213431697
station_15,CITIES@Khalifa City 1,32,0.2,h32_d0.2,43,30,367,20.42504864771637,18.079328019477362,17.68217692444899
station_15,CITIES@Khalifa City 1,32,0.2,h32_d0.2,43,90,307,21.486237827058325,18.891308009311622,18.450344666873786
station_16,CITIES@Khalifa City 2,32,0.2,h32_d0.2,43,30,329,18.518673226090232,16.947053552743526,16.898772481354865
station_16,CITIES@Khalifa City 2,32,0.2,h32_d0.2,43,90,269,19.31623873352183,17.52611268179311,17.438074876547702
station_17,CITIES@Sas Al Nakhl,32,0.2,h32_d0.2,43,30,350,10.65030658177098,10.185138742956823,10.092006453276364
station_17,CITIES@Sas Al Nakhl,32,0.2,h32_d0.2,43,90,290,10.340353608973954,9.890101105996814,9.819283958929349
station_18,CITIES@Al Danah,32,0.2,h32_d0.2,43,30,310,12.29631412122112,11.337248022489911,11.869671811524091
station_18,CITIES@Al Danah,32,0.2,h32_d0.2,43,90,271,12.448336111935584,11.462228892962159,11.961260847144933
station_19,CITIES@Shakhbout[31],32,0.2,h32_d0.2,43,30,327,9.844875007554595,9.557835903941841,9.570651284553541
station_19,CITIES@Shakhbout[31],32,0.2,h32_d0.2,43,90,267,9.770016963172282,9.416372783598451,9.443293140557861
station_20,Abu dhabi al muzoon,32,0.2,h32_d0.2,43,30,242,11.300214389467746,10.753514988088792,10.924453793255669
station_20,Abu dhabi al muzoon,32,0.2,h32_d0.2,43,90,183,11.955186793054745,11.263740485845197,11.608202297089026
station_21,CITIES@Bateen-BWA,32,0.2,h32_d0.2,43,30,215,16.434843133939836,14.71581803519549,14.85113415731133
station_21,CITIES@Bateen-BWA,32,0.2,h32_d0.2,43,90,155,17.82374798570897,15.925398304044917,16.114080925735582
station_22,Mamsha Azure 3,32,0.2,h32_d0.2,43,30,141,13.749459924918883,12.37614897509997,12.957151768598646
station_22,Mamsha Azure 3,32,0.2,h32_d0.2,43,90,81,12.194108322373465,11.079415674908194,11.548079691152168
station_27,Sheleila,32,0.2,h32_d0.2,43,30,291,12.555055552695555,11.867285728109323,11.904673009555015
station_27,Sheleila,32,0.2,h32_d0.2,43,90,231,12.373207019526182,11.577064739405591,11.54865052703544
station_12,CITIES@Saadiyat,32,0.3,h32_d0.3,43,30,565,12.028233342645658,11.553971487615222,11.689514992968778
station_12,CITIES@Saadiyat,32,0.3,h32_d0.3,43,90,505,12.19209339638352,11.604956795792445,11.671934542708291
station_13,CITIES@Lycee Francais Theodore Monod International School,32,0.3,h32_d0.3,43,30,594,12.133064224454904,11.477989246262172,11.663313657589898
station_13,CITIES@Lycee Francais Theodore Monod International School,32,0.3,h32_d0.3,43,90,534,12.28736598793038,11.600764803222686,11.778170975057426
station_14,CITIES@West Yas Island,32,0.3,h32_d0.3,43,30,387,12.513374622556636,11.816025734865612,12.192586974612745
station_14,CITIES@West Yas Island,32,0.3,h32_d0.3,43,90,327,12.535055797770148,11.652379981007515,11.835598130277383
station_15,CITIES@Khalifa City 1,32,0.3,h32_d0.3,43,30,367,20.42504864771637,18.079328019477362,17.796209194123033
station_15,CITIES@Khalifa City 1,32,0.3,h32_d0.3,43,90,307,21.486237827058325,18.891308009311622,18.43773087177331
station_16,CITIES@Khalifa City 2,32,0.3,h32_d0.3,43,30,329,18.518673226090232,16.947053552743526,17.020037383458053
station_16,CITIES@Khalifa City 2,32,0.3,h32_d0.3,43,90,269,19.31623873352183,17.52611268179311,17.34970345510007
station_17,CITIES@Sas Al Nakhl,32,0.3,h32_d0.3,43,30,350,10.65030658177098,10.185138742956823,10.360828430293532
station_17,CITIES@Sas Al Nakhl,32,0.3,h32_d0.3,43,90,290,10.340353608973954,9.890101105996814,10.0574122275471
station_18,CITIES@Al Danah,32,0.3,h32_d0.3,43,30,310,12.29631412122112,11.337248022489911,11.562539068214104
station_18,CITIES@Al Danah,32,0.3,h32_d0.3,43,90,271,12.448336111935584,11.462228892962159,11.682461207157694
station_19,CITIES@Shakhbout[31],32,0.3,h32_d0.3,43,30,327,9.844875007554595,9.557835903941841,9.53191471980526
station_19,CITIES@Shakhbout[31],32,0.3,h32_d0.3,43,90,267,9.770016963172282,9.416372783598451,9.406536364291199
station_20,Abu dhabi al muzoon,32,0.3,h32_d0.3,43,30,242,11.300214389467746,10.753514988088792,10.998370117380986
station_20,Abu dhabi al muzoon,32,0.3,h32_d0.3,43,90,183,11.955186793054745,11.263740485845197,11.684879254017929
station_21,CITIES@Bateen-BWA,32,0.3,h32_d0.3,43,30,215,16.434843133939836,14.71581803519549,14.439231201334053
station_21,CITIES@Bateen-BWA,32,0.3,h32_d0.3,43,90,155,17.82374798570897,15.925398304044917,15.690072226966358
station_22,Mamsha Azure 3,32,0.3,h32_d0.3,43,30,141,13.749459924918883,12.37614897509997,12.91200160407181
station_22,Mamsha Azure 3,32,0.3,h32_d0.3,43,90,81,12.194108322373465,11.079415674908194,11.534469999285909
station_27,Sheleila,32,0.3,h32_d0.3,43,30,291,12.555055552695555,11.867285728109323,11.966817739791304
station_27,Sheleila,32,0.3,h32_d0.3,43,90,231,12.373207019526182,11.577064739405591,11.664653041150961
station_12,CITIES@Saadiyat,64,0.1,h64_d0.1,43,30,565,12.028233342645658,11.553971487615222,12.176207434712676
station_12,CITIES@Saadiyat,64,0.1,h64_d0.1,43,90,505,12.19209339638352,11.604956795792445,12.201875109831708
station_13,CITIES@Lycee Francais Theodore Monod International School,64,0.1,h64_d0.1,43,30,594,12.133064224454904,11.477989246262172,12.128891361116382
station_13,CITIES@Lycee Francais Theodore Monod International School,64,0.1,h64_d0.1,43,90,534,12.28736598793038,11.600764803222686,12.259116515236393
station_14,CITIES@West Yas Island,64,0.1,h64_d0.1,43,30,387,12.513374622556636,11.816025734865612,12.382607292253892
station_14,CITIES@West Yas Island,64,0.1,h64_d0.1,43,90,327,12.535055797770148,11.652379981007515,12.227904128465122
station_15,CITIES@Khalifa City 1,64,0.1,h64_d0.1,43,30,367,20.42504864771637,18.079328019477362,18.027397413926966
station_15,CITIES@Khalifa City 1,64,0.1,h64_d0.1,43,90,307,21.486237827058325,18.891308009311622,18.774692286907307
station_16,CITIES@Khalifa City 2,64,0.1,h64_d0.1,43,30,329,18.518673226090232,16.947053552743526,17.057487916196614
station_16,CITIES@Khalifa City 2,64,0.1,h64_d0.1,43,90,269,19.31623873352183,17.52611268179311,17.556146788829867
station_17,CITIES@Sas Al Nakhl,64,0.1,h64_d0.1,43,30,350,10.65030658177098,10.185138742956823,10.462958566404259
station_17,CITIES@Sas Al Nakhl,64,0.1,h64_d0.1,43,90,290,10.340353608973954,9.890101105996814,10.07293817629475
station_18,CITIES@Al Danah,64,0.1,h64_d0.1,43,30,310,12.29631412122112,11.337248022489911,11.639950611010732
station_18,CITIES@Al Danah,64,0.1,h64_d0.1,43,90,271,12.448336111935584,11.462228892962159,11.738413475153576
station_19,CITIES@Shakhbout[31],64,0.1,h64_d0.1,43,30,327,9.844875007554595,9.557835903941841,9.754525122031982
station_19,CITIES@Shakhbout[31],64,0.1,h64_d0.1,43,90,267,9.770016963172282,9.416372783598451,9.636832350210804
station_20,Abu dhabi al muzoon,64,0.1,h64_d0.1,43,30,242,11.300214389467746,10.753514988088792,11.289245883166988
station_20,Abu dhabi al muzoon,64,0.1,h64_d0.1,43,90,183,11.955186793054745,11.263740485845197,11.966427830887989
station_21,CITIES@Bateen-BWA,64,0.1,h64_d0.1,43,30,215,16.434843133939836,14.71581803519549,14.91861260812637
station_21,CITIES@Bateen-BWA,64,0.1,h64_d0.1,43,90,155,17.82374798570897,15.925398304044917,16.140257878226564
station_22,Mamsha Azure 3,64,0.1,h64_d0.1,43,30,141,13.749459924918883,12.37614897509997,13.559909157150726
station_22,Mamsha Azure 3,64,0.1,h64_d0.1,43,90,81,12.194108322373465,11.079415674908194,12.09017016038468
station_27,Sheleila,64,0.1,h64_d0.1,43,30,291,12.555055552695555,11.867285728109323,11.997686412504688
station_27,Sheleila,64,0.1,h64_d0.1,43,90,231,12.373207019526182,11.577064739405591,11.693549104996189
station_12,CITIES@Saadiyat,64,0.2,h64_d0.2,43,30,565,12.028233342645658,11.553971487615222,11.969800601087883
station_12,CITIES@Saadiyat,64,0.2,h64_d0.2,43,90,505,12.19209339638352,11.604956795792445,11.914503402459598
station_13,CITIES@Lycee Francais Theodore Monod International School,64,0.2,h64_d0.2,43,30,594,12.133064224454904,11.477989246262172,11.625064067314387
station_13,CITIES@Lycee Francais Theodore Monod International School,64,0.2,h64_d0.2,43,90,534,12.28736598793038,11.600764803222686,11.77509358737113
station_14,CITIES@West Yas Island,64,0.2,h64_d0.2,43,30,387,12.513374622556636,11.816025734865612,12.113712646743945
station_14,CITIES@West Yas Island,64,0.2,h64_d0.2,43,90,327,12.535055797770148,11.652379981007515,11.920380105670327
station_15,CITIES@Khalifa City 1,64,0.2,h64_d0.2,43,30,367,20.42504864771637,18.079328019477362,17.83349934117102
station_15,CITIES@Khalifa City 1,64,0.2,h64_d0.2,43,90,307,21.486237827058325,18.891308009311622,18.543580149638846
station_16,CITIES@Khalifa City 2,64,0.2,h64_d0.2,43,30,329,18.518673226090232,16.947053552743526,16.918330303261385
station_16,CITIES@Khalifa City 2,64,0.2,h64_d0.2,43,90,269,19.31623873352183,17.52611268179311,17.387279492271023
station_17,CITIES@Sas Al Nakhl,64,0.2,h64_d0.2,43,30,350,10.65030658177098,10.185138742956823,10.507106423660495
station_17,CITIES@Sas Al Nakhl,64,0.2,h64_d0.2,43,90,290,10.340353608973954,9.890101105996814,10.075157246068528
station_18,CITIES@Al Danah,64,0.2,h64_d0.2,43,30,310,12.29631412122112,11.337248022489911,11.639818699457546
station_18,CITIES@Al Danah,64,0.2,h64_d0.2,43,90,271,12.448336111935584,11.462228892962159,11.763138239348637
station_19,CITIES@Shakhbout[31],64,0.2,h64_d0.2,43,30,327,9.844875007554595,9.557835903941841,9.790416092868664
station_19,CITIES@Shakhbout[31],64,0.2,h64_d0.2,43,90,267,9.770016963172282,9.416372783598451,9.671486174157156
station_20,Abu dhabi al muzoon,64,0.2,h64_d0.2,43,30,242,11.300214389467746,10.753514988088792,11.066627527157125
station_20,Abu dhabi al muzoon,64,0.2,h64_d0.2,43,90,183,11.955186793054745,11.263740485845197,11.723162222343603
station_21,CITIES@Bateen-BWA,64,0.2,h64_d0.2,43,30,215,16.434843133939836,14.71581803519549,15.411885617199607
station_21,CITIES@Bateen-BWA,64,0.2,h64_d0.2,43,90,155,17.82374798570897,15.925398304044917,16.77917284878525
station_22,Mamsha Azure 3,64,0.2,h64_d0.2,43,30,141,13.749459924918883,12.37614897509997,13.697974906206971
station_22,Mamsha Azure 3,64,0.2,h64_d0.2,43,90,81,12.194108322373465,11.079415674908194,12.41254342288583
station_27,Sheleila,64,0.2,h64_d0.2,43,30,291,12.555055552695555,11.867285728109323,11.881289780920671
station_27,Sheleila,64,0.2,h64_d0.2,43,90,231,12.373207019526182,11.577064739405591,11.570155620848459
station_12,CITIES@Saadiyat,64,0.3,h64_d0.3,43,30,565,12.028233342645658,11.553971487615222,11.756060402618447
station_12,CITIES@Saadiyat,64,0.3,h64_d0.3,43,90,505,12.19209339638352,11.604956795792445,11.701714983141105
station_13,CITIES@Lycee Francais Theodore Monod International School,64,0.3,h64_d0.3,43,30,594,12.133064224454904,11.477989246262172,11.629894654261648
station_13,CITIES@Lycee Francais Theodore Monod International School,64,0.3,h64_d0.3,43,90,534,12.28736598793038,11.600764803222686,11.799008622887765
station_14,CITIES@West Yas Island,64,0.3,h64_d0.3,43,30,387,12.513374622556636,11.816025734865612,12.393192198144261
station_14,CITIES@West Yas Island,64,0.3,h64_d0.3,43,90,327,12.535055797770148,11.652379981007515,12.255570565619898
station_15,CITIES@Khalifa City 1,64,0.3,h64_d0.3,43,30,367,20.42504864771637,18.079328019477362,18.0555523622805
station_15,CITIES@Khalifa City 1,64,0.3,h64_d0.3,43,90,307,21.486237827058325,18.891308009311622,18.825595592223635
station_16,CITIES@Khalifa City 2,64,0.3,h64_d0.3,43,30,329,18.518673226090232,16.947053552743526,17.197310109811045
station_16,CITIES@Khalifa City 2,64,0.3,h64_d0.3,43,90,269,19.31623873352183,17.52611268179311,17.731041229918247
station_17,CITIES@Sas Al Nakhl,64,0.3,h64_d0.3,43,30,350,10.65030658177098,10.185138742956823,10.444809276668957
station_17,CITIES@Sas Al Nakhl,64,0.3,h64_d0.3,43,90,290,10.340353608973954,9.890101105996814,10.07296436753951
station_18,CITIES@Al Danah,64,0.3,h64_d0.3,43,30,310,12.29631412122112,11.337248022489911,11.61622212630748
station_18,CITIES@Al Danah,64,0.3,h64_d0.3,43,90,271,12.448336111935584,11.462228892962159,11.742732663034415
station_19,CITIES@Shakhbout[31],64,0.3,h64_d0.3,43,30,327,9.844875007554595,9.557835903941841,9.71968290474669
station_19,CITIES@Shakhbout[31],64,0.3,h64_d0.3,43,90,267,9.770016963172282,9.416372783598451,9.590201676622538
station_20,Abu dhabi al muzoon,64,0.3,h64_d0.3,43,30,242,11.300214389467746,10.753514988088792,11.090270366387502
station_20,Abu dhabi al muzoon,64,0.3,h64_d0.3,43,90,183,11.955186793054745,11.263740485845197,11.838269989902368
station_21,CITIES@Bateen-BWA,64,0.3,h64_d0.3,43,30,215,16.434843133939836,14.71581803519549,15.020036983103601
station_21,CITIES@Bateen-BWA,64,0.3,h64_d0.3,43,90,155,17.82374798570897,15.925398304044917,16.326358059791648
station_22,Mamsha Azure 3,64,0.3,h64_d0.3,43,30,141,13.749459924918883,12.37614897509997,13.41389174775841
station_22,Mamsha Azure 3,64,0.3,h64_d0.3,43,90,81,12.194108322373465,11.079415674908194,12.222795742334872
station_27,Sheleila,64,0.3,h64_d0.3,43,30,291,12.555055552695555,11.867285728109323,11.886338155098017
station_27,Sheleila,64,0.3,h64_d0.3,43,90,231,12.373207019526182,11.577064739405591,11.630501976649184
station_12,CITIES@Saadiyat,128,0.1,h128_d0.1,43,30,565,12.028233342645658,11.553971487615222,12.418481257542306
station_12,CITIES@Saadiyat,128,0.1,h128_d0.1,43,90,505,12.19209339638352,11.604956795792445,12.338458437530765
station_13,CITIES@Lycee Francais Theodore Monod International School,128,0.1,h128_d0.1,43,30,594,12.133064224454904,11.477989246262172,11.783707386926121
station_13,CITIES@Lycee Francais Theodore Monod International School,128,0.1,h128_d0.1,43,90,534,12.28736598793038,11.600764803222686,11.96986452593869
station_14,CITIES@West Yas Island,128,0.1,h128_d0.1,43,30,387,12.513374622556636,11.816025734865612,12.335872249908137
station_14,CITIES@West Yas Island,128,0.1,h128_d0.1,43,90,327,12.535055797770148,11.652379981007515,12.033746928196738
station_15,CITIES@Khalifa City 1,128,0.1,h128_d0.1,43,30,367,20.42504864771637,18.079328019477362,18.229572962184516
station_15,CITIES@Khalifa City 1,128,0.1,h128_d0.1,43,90,307,21.486237827058325,18.891308009311622,18.906734508568956
station_16,CITIES@Khalifa City 2,128,0.1,h128_d0.1,43,30,329,18.518673226090232,16.947053552743526,17.106750075048964
station_16,CITIES@Khalifa City 2,128,0.1,h128_d0.1,43,90,269,19.31623873352183,17.52611268179311,17.47035707363275
station_17,CITIES@Sas Al Nakhl,128,0.1,h128_d0.1,43,30,350,10.65030658177098,10.185138742956823,11.131363181188718
station_17,CITIES@Sas Al Nakhl,128,0.1,h128_d0.1,43,90,290,10.340353608973954,9.890101105996814,10.841338871508604
station_18,CITIES@Al Danah,128,0.1,h128_d0.1,43,30,310,12.29631412122112,11.337248022489911,11.83642184849213
station_18,CITIES@Al Danah,128,0.1,h128_d0.1,43,90,271,12.448336111935584,11.462228892962159,11.942229584226705
station_19,CITIES@Shakhbout[31],128,0.1,h128_d0.1,43,30,327,9.844875007554595,9.557835903941841,9.885443070438631
station_19,CITIES@Shakhbout[31],128,0.1,h128_d0.1,43,90,267,9.770016963172282,9.416372783598451,9.829689180480164
station_20,Abu dhabi al muzoon,128,0.1,h128_d0.1,43,30,242,11.300214389467746,10.753514988088792,11.990027835236786
station_20,Abu dhabi al muzoon,128,0.1,h128_d0.1,43,90,183,11.955186793054745,11.263740485845197,12.87189357082593
station_21,CITIES@Bateen-BWA,128,0.1,h128_d0.1,43,30,215,16.434843133939836,14.71581803519549,15.121526308013987
station_21,CITIES@Bateen-BWA,128,0.1,h128_d0.1,43,90,155,17.82374798570897,15.925398304044917,16.43839514198774
station_22,Mamsha Azure 3,128,0.1,h128_d0.1,43,30,141,13.749459924918883,12.37614897509997,12.684909342922163
station_22,Mamsha Azure 3,128,0.1,h128_d0.1,43,90,81,12.194108322373465,11.079415674908194,11.672993754856547
station_27,Sheleila,128,0.1,h128_d0.1,43,30,291,12.555055552695555,11.867285728109323,13.417537131838854
station_27,Sheleila,128,0.1,h128_d0.1,43,90,231,12.373207019526182,11.577064739405591,13.282346783724515
station_12,CITIES@Saadiyat,128,0.2,h128_d0.2,43,30,565,12.028233342645658,11.553971487615222,12.232130317829732
station_12,CITIES@Saadiyat,128,0.2,h128_d0.2,43,90,505,12.19209339638352,11.604956795792445,12.185508306029442
station_13,CITIES@Lycee Francais Theodore Monod International School,128,0.2,h128_d0.2,43,30,594,12.133064224454904,11.477989246262172,12.345966351255008
station_13,CITIES@Lycee Francais Theodore Monod International School,128,0.2,h128_d0.2,43,90,534,12.28736598793038,11.600764803222686,12.55299100031472
station_14,CITIES@West Yas Island,128,0.2,h128_d0.2,43,30,387,12.513374622556636,11.816025734865612,12.358801170250041
station_14,CITIES@West Yas Island,128,0.2,h128_d0.2,43,90,327,12.535055797770148,11.652379981007515,12.291417824479344
station_15,CITIES@Khalifa City 1,128,0.2,h128_d0.2,43,30,367,20.42504864771637,18.079328019477362,17.750745609196006
station_15,CITIES@Khalifa City 1,128,0.2,h128_d0.2,43,90,307,21.486237827058325,18.891308009311622,18.530810520983938
station_16,CITIES@Khalifa City 2,128,0.2,h128_d0.2,43,30,329,18.518673226090232,16.947053552743526,17.018205916778793
station_16,CITIES@Khalifa City 2,128,0.2,h128_d0.2,43,90,269,19.31623873352183,17.52611268179311,17.621840772763846
station_17,CITIES@Sas Al Nakhl,128,0.2,h128_d0.2,43,30,350,10.65030658177098,10.185138742956823,11.031534271040396
station_17,CITIES@Sas Al Nakhl,128,0.2,h128_d0.2,43,90,290,10.340353608973954,9.890101105996814,10.85230359554567
station_18,CITIES@Al Danah,128,0.2,h128_d0.2,43,30,310,12.29631412122112,11.337248022489911,11.877580783900786
station_18,CITIES@Al Danah,128,0.2,h128_d0.2,43,90,271,12.448336111935584,11.462228892962159,11.970738287820895
station_19,CITIES@Shakhbout[31],128,0.2,h128_d0.2,43,30,327,9.844875007554595,9.557835903941841,10.50630638762512
station_19,CITIES@Shakhbout[31],128,0.2,h128_d0.2,43,90,267,9.770016963172282,9.416372783598451,10.578203356502744
station_20,Abu dhabi al muzoon,128,0.2,h128_d0.2,43,30,242,11.300214389467746,10.753514988088792,11.921192426800063
station_20,Abu dhabi al muzoon,128,0.2,h128_d0.2,43,90,183,11.955186793054745,11.263740485845197,12.763928760433547
station_21,CITIES@Bateen-BWA,128,0.2,h128_d0.2,43,30,215,16.434843133939836,14.71581803519549,15.180488542773189
station_21,CITIES@Bateen-BWA,128,0.2,h128_d0.2,43,90,155,17.82374798570897,15.925398304044917,16.493017441446156
station_22,Mamsha Azure 3,128,0.2,h128_d0.2,43,30,141,13.749459924918883,12.37614897509997,12.45638749665322
station_22,Mamsha Azure 3,128,0.2,h128_d0.2,43,90,81,12.194108322373465,11.079415674908194,11.20398329773524
station_27,Sheleila,128,0.2,h128_d0.2,43,30,291,12.555055552695555,11.867285728109323,11.925701075069819
station_27,Sheleila,128,0.2,h128_d0.2,43,90,231,12.373207019526182,11.577064739405591,11.581825751866997
station_12,CITIES@Saadiyat,128,0.3,h128_d0.3,43,30,565,12.028233342645658,11.553971487615222,12.715043810065827
station_12,CITIES@Saadiyat,128,0.3,h128_d0.3,43,90,505,12.19209339638352,11.604956795792445,12.653790337644827
station_13,CITIES@Lycee Francais Theodore Monod International School,128,0.3,h128_d0.3,43,30,594,12.133064224454904,11.477989246262172,12.537130629512319
station_13,CITIES@Lycee Francais Theodore Monod International School,128,0.3,h128_d0.3,43,90,534,12.28736598793038,11.600764803222686,12.724808343476163
station_14,CITIES@West Yas Island,128,0.3,h128_d0.3,43,30,387,12.513374622556636,11.816025734865612,12.619539846514686
station_14,CITIES@West Yas Island,128,0.3,h128_d0.3,43,90,327,12.535055797770148,11.652379981007515,12.408492907697134
station_15,CITIES@Khalifa City 1,128,0.3,h128_d0.3,43,30,367,20.42504864771637,18.079328019477362,17.859969358987183
station_15,CITIES@Khalifa City 1,128,0.3,h128_d0.3,43,90,307,21.486237827058325,18.891308009311622,18.53434094618191
station_16,CITIES@Khalifa City 2,128,0.3,h128_d0.3,43,30,329,18.518673226090232,16.947053552743526,17.16350068867096
station_16,CITIES@Khalifa City 2,128,0.3,h128_d0.3,43,90,269,19.31623873352183,17.52611268179311,17.58274512880628
station_17,CITIES@Sas Al Nakhl,128,0.3,h128_d0.3,43,30,350,10.65030658177098,10.185138742956823,10.727675774388018
station_17,CITIES@Sas Al Nakhl,128,0.3,h128_d0.3,43,90,290,10.340353608973954,9.890101105996814,10.427468541148782
station_18,CITIES@Al Danah,128,0.3,h128_d0.3,43,30,310,12.29631412122112,11.337248022489911,11.991042867369861
station_18,CITIES@Al Danah,128,0.3,h128_d0.3,43,90,271,12.448336111935584,11.462228892962159,12.138466984950352
station_19,CITIES@Shakhbout[31],128,0.3,h128_d0.3,43,30,327,9.844875007554595,9.557835903941841,9.894423034614208
station_19,CITIES@Shakhbout[31],128,0.3,h128_d0.3,43,90,267,9.770016963172282,9.416372783598451,9.768893818318988
station_20,Abu dhabi al muzoon,128,0.3,h128_d0.3,43,30,242,11.300214389467746,10.753514988088792,11.805015575503546
station_20,Abu dhabi al muzoon,128,0.3,h128_d0.3,43,90,183,11.955186793054745,11.263740485845197,12.69293776629223
station_21,CITIES@Bateen-BWA,128,0.3,h128_d0.3,43,30,215,16.434843133939836,14.71581803519549,14.839518949381354
station_21,CITIES@Bateen-BWA,128,0.3,h128_d0.3,43,90,155,17.82374798570897,15.925398304044917,15.96215439138574
station_22,Mamsha Azure 3,128,0.3,h128_d0.3,43,30,141,13.749459924918883,12.37614897509997,13.22030416988118
station_22,Mamsha Azure 3,128,0.3,h128_d0.3,43,90,81,12.194108322373465,11.079415674908194,11.913573228461775
station_27,Sheleila,128,0.3,h128_d0.3,43,30,291,12.555055552695555,11.867285728109323,12.823589726345686
station_27,Sheleila,128,0.3,h128_d0.3,43,90,231,12.373207019526182,11.577064739405591,12.556999210891629
station_12,CITIES@Saadiyat,32,0.1,h32_d0.1,44,30,565,12.028233342645658,11.553971487615222,11.561266864826814
station_12,CITIES@Saadiyat,32,0.1,h32_d0.1,44,90,505,12.19209339638352,11.604956795792445,11.635932533624333
station_13,CITIES@Lycee Francais Theodore Monod International School,32,0.1,h32_d0.1,44,30,594,12.133064224454904,11.477989246262172,11.727793918602895
station_13,CITIES@Lycee Francais Theodore Monod International School,32,0.1,h32_d0.1,44,90,534,12.28736598793038,11.600764803222686,11.893578868740127
station_14,CITIES@West Yas Island,32,0.1,h32_d0.1,44,30,387,12.513374622556636,11.816025734865612,11.808823044920103
station_14,CITIES@West Yas Island,32,0.1,h32_d0.1,44,90,327,12.535055797770148,11.652379981007515,11.658538364708733
station_15,CITIES@Khalifa City 1,32,0.1,h32_d0.1,44,30,367,20.42504864771637,18.079328019477362,17.641675141975668
station_15,CITIES@Khalifa City 1,32,0.1,h32_d0.1,44,90,307,21.486237827058325,18.891308009311622,18.412338057582822
station_16,CITIES@Khalifa City 2,32,0.1,h32_d0.1,44,30,329,18.518673226090232,16.947053552743526,16.73104854209064
station_16,CITIES@Khalifa City 2,32,0.1,h32_d0.1,44,90,269,19.31623873352183,17.52611268179311,17.292198942595874
station_17,CITIES@Sas Al Nakhl,32,0.1,h32_d0.1,44,30,350,10.65030658177098,10.185138742956823,10.39990671958159
station_17,CITIES@Sas Al Nakhl,32,0.1,h32_d0.1,44,90,290,10.340353608973954,9.890101105996814,10.102091904726747
station_18,CITIES@Al Danah,32,0.1,h32_d0.1,44,30,310,12.29631412122112,11.337248022489911,11.91583377422976
station_18,CITIES@Al Danah,32,0.1,h32_d0.1,44,90,271,12.448336111935584,11.462228892962159,11.88773175485581
station_19,CITIES@Shakhbout[31],32,0.1,h32_d0.1,44,30,327,9.844875007554595,9.557835903941841,9.63304291939103
station_19,CITIES@Shakhbout[31],32,0.1,h32_d0.1,44,90,267,9.770016963172282,9.416372783598451,9.507334835961974
station_20,Abu dhabi al muzoon,32,0.1,h32_d0.1,44,30,242,11.300214389467746,10.753514988088792,10.801736915798145
station_20,Abu dhabi al muzoon,32,0.1,h32_d0.1,44,90,183,11.955186793054745,11.263740485845197,11.455669733087499
station_21,CITIES@Bateen-BWA,32,0.1,h32_d0.1,44,30,215,16.434843133939836,14.71581803519549,14.71002565438898
station_21,CITIES@Bateen-BWA,32,0.1,h32_d0.1,44,90,155,17.82374798570897,15.925398304044917,15.9714954144974
station_22,Mamsha Azure 3,32,0.1,h32_d0.1,44,30,141,13.749459924918883,12.37614897509997,12.86918639337396
station_22,Mamsha Azure 3,32,0.1,h32_d0.1,44,90,81,12.194108322373465,11.079415674908194,11.685331422658559
